"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.07.2013","1.437,04","1.437,75","1.452,19","1.436,71","","-0,05%"
"28.06.2013","1.437,76","1.432,98","1.437,76","1.426,82","","0,33%"
"27.06.2013","1.432,98","1.432,74","1.436,07","1.425,17","","0,15%"
"26.06.2013","1.430,82","1.422,50","1.432,14","1.419,37","","0,58%"
"25.06.2013","1.422,50","1.400,14","1.422,50","1.400,14","","1,62%"
"24.06.2013","1.399,88","1.418,93","1.419,80","1.398,20","","-1,35%"
"21.06.2013","1.419,01","1.425,67","1.432,98","1.416,51","","-0,47%"
"20.06.2013","1.425,67","1.450,36","1.450,38","1.422,42","","-1,70%"
"19.06.2013","1.450,36","1.460,91","1.466,78","1.450,36","","-0,72%"
"18.06.2013","1.460,91","1.474,92","1.474,92","1.460,79","","-0,95%"
"17.06.2013","1.474,89","1.472,98","1.483,35","1.472,98","","0,13%"
"14.06.2013","1.472,98","1.481,11","1.485,59","1.472,98","","-0,66%"
"13.06.2013","1.482,79","1.469,69","1.483,26","1.466,71","","1,10%"
"12.06.2013","1.466,67","1.460,70","1.475,20","1.458,45","","0,42%"
"11.06.2013","1.460,47","1.499,83","1.500,46","1.458,21","","-2,62%"
"10.06.2013","1.499,83","1.513,41","1.514,57","1.499,83","","-0,90%"
"07.06.2013","1.513,41","1.512,61","1.514,33","1.504,65","","0,05%"
"06.06.2013","1.512,61","1.525,16","1.528,89","1.509,74","","-0,81%"
"05.06.2013","1.524,92","1.538,29","1.539,42","1.524,64","","-0,87%"
"04.06.2013","1.538,29","1.545,46","1.545,59","1.533,69","","-0,46%"
"03.06.2013","1.545,45","1.547,12","1.551,36","1.532,30","","-0,25%"
"31.05.2013","1.549,36","1.551,27","1.553,60","1.545,77","","-0,12%"
"29.05.2013","1.551,27","1.549,40","1.554,05","1.548,45","","0,07%"
"28.05.2013","1.550,11","1.548,35","1.555,95","1.548,35","","0,13%"
"27.05.2013","1.548,05","1.551,31","1.554,80","1.547,70","","-0,21%"
"24.05.2013","1.551,31","1.554,33","1.555,12","1.548,86","","-0,19%"
"23.05.2013","1.554,21","1.552,57","1.557,67","1.551,43","","0,10%"
"22.05.2013","1.552,59","1.553,68","1.556,51","1.549,71","","-0,07%"
"21.05.2013","1.553,68","1.551,52","1.555,72","1.550,74","","0,08%"
"20.05.2013","1.552,45","1.552,91","1.557,57","1.551,10","","-0,03%"
"17.05.2013","1.552,92","1.552,70","1.559,65","1.552,70","","0,00%"
"16.05.2013","1.552,87","1.547,21","1.554,17","1.547,10","","0,37%"
"15.05.2013","1.547,21","1.548,20","1.550,23","1.546,36","","-0,06%"
"14.05.2013","1.548,20","1.542,91","1.550,83","1.542,30","","0,34%"
"13.05.2013","1.542,91","1.540,99","1.544,89","1.534,47","","0,12%"
"10.05.2013","1.541,05","1.536,88","1.546,01","1.536,68","","0,27%"
"09.05.2013","1.536,87","1.539,66","1.545,18","1.536,87","","-0,18%"
"08.05.2013","1.539,67","1.540,19","1.543,02","1.535,97","","-0,01%"
"07.05.2013","1.539,75","1.539,68","1.542,47","1.538,05","","-0,02%"
"06.05.2013","1.540,13","1.541,71","1.546,09","1.537,82","","-0,11%"
"03.05.2013","1.541,79","1.540,78","1.549,49","1.539,40","","0,07%"
"02.05.2013","1.540,78","1.549,00","1.551,69","1.540,78","","-0,53%"
"30.04.2013","1.549,00","1.548,56","1.551,40","1.543,33","","0,10%"
"29.04.2013","1.547,52","1.550,27","1.553,00","1.543,93","","-0,19%"
"26.04.2013","1.550,41","1.550,56","1.552,98","1.547,20","","-0,03%"
"25.04.2013","1.550,80","1.551,58","1.554,16","1.548,28","","-0,06%"
"24.04.2013","1.551,69","1.556,97","1.558,92","1.550,00","","-0,34%"
"23.04.2013","1.556,97","1.555,10","1.559,40","1.551,96","","0,12%"
"22.04.2013","1.555,10","1.565,95","1.567,18","1.555,05","","-0,69%"
"19.04.2013","1.565,95","1.566,17","1.568,73","1.563,89","","-0,01%"
"18.04.2013","1.566,13","1.564,01","1.569,37","1.563,26","","0,14%"
"17.04.2013","1.564,01","1.570,00","1.570,40","1.561,64","","-0,38%"
"16.04.2013","1.570,00","1.567,56","1.570,04","1.564,22","","0,17%"
"15.04.2013","1.567,35","1.571,20","1.573,40","1.564,48","","-0,25%"
"12.04.2013","1.571,20","1.574,92","1.575,13","1.567,13","","-0,24%"
"11.04.2013","1.574,92","1.573,87","1.575,72","1.570,33","","0,07%"
"10.04.2013","1.573,87","1.566,83","1.577,08","1.566,81","","0,40%"
"09.04.2013","1.567,67","1.568,28","1.568,85","1.563,40","","-0,04%"
"08.04.2013","1.568,28","1.570,93","1.576,24","1.566,11","","-0,14%"
"05.04.2013","1.570,41","1.574,16","1.576,35","1.570,21","","-0,24%"
"04.04.2013","1.574,15","1.575,06","1.578,14","1.571,17","","-0,06%"
"03.04.2013","1.575,06","1.572,24","1.580,40","1.571,16","","0,21%"
"02.04.2013","1.571,77","1.576,27","1.577,82","1.570,81","","-0,29%"
"01.04.2013","1.576,28","1.579,32","1.586,12","1.573,94","","-0,19%"
"28.03.2013","1.579,32","1.572,01","1.579,59","1.570,70","","0,50%"
"27.03.2013","1.571,44","1.570,41","1.573,11","1.566,79","","0,07%"
"26.03.2013","1.570,41","1.562,22","1.570,41","1.562,22","","0,52%"
"25.03.2013","1.562,35","1.570,06","1.570,99","1.561,59","","-0,49%"
"22.03.2013","1.570,06","1.573,48","1.577,46","1.568,61","","-0,17%"
"21.03.2013","1.572,77","1.570,52","1.572,77","1.566,33","","0,14%"
"20.03.2013","1.570,52","1.575,26","1.578,47","1.569,89","","-0,30%"
"19.03.2013","1.575,21","1.585,18","1.587,14","1.573,48","","-0,63%"
"18.03.2013","1.585,13","1.587,31","1.587,31","1.581,69","","-0,13%"
"15.03.2013","1.587,24","1.590,95","1.596,01","1.585,40","","-0,26%"
"14.03.2013","1.591,37","1.593,18","1.596,63","1.590,14","","-0,11%"
"13.03.2013","1.593,18","1.599,08","1.599,21","1.590,81","","-0,37%"
"12.03.2013","1.599,08","1.600,49","1.604,50","1.597,04","","-0,07%"
"11.03.2013","1.600,17","1.604,22","1.604,79","1.597,82","","-0,25%"
"08.03.2013","1.604,22","1.602,03","1.604,79","1.599,41","","0,14%"
"07.03.2013","1.602,02","1.605,12","1.606,68","1.599,62","","-0,19%"
"06.03.2013","1.605,12","1.603,76","1.610,43","1.601,01","","0,08%"
"05.03.2013","1.603,76","1.600,05","1.604,74","1.598,37","","0,23%"
"04.03.2013","1.600,05","1.597,63","1.602,30","1.596,43","","0,07%"
"01.03.2013","1.598,87","1.598,10","1.603,81","1.596,37","","0,06%"
"28.02.2013","1.597,88","1.595,90","1.598,79","1.594,91","","0,13%"
"27.02.2013","1.595,78","1.599,58","1.599,74","1.594,18","","-0,24%"
"26.02.2013","1.599,58","1.599,74","1.601,08","1.595,59","","-0,01%"
"25.02.2013","1.599,74","1.602,19","1.604,65","1.597,21","","-0,15%"
"22.02.2013","1.602,11","1.600,21","1.606,40","1.599,30","","0,13%"
"21.02.2013","1.600,08","1.605,38","1.605,38","1.598,49","","-0,33%"
"20.02.2013","1.605,38","1.606,72","1.609,87","1.601,46","","-0,09%"
"19.02.2013","1.606,86","1.607,83","1.609,08","1.604,15","","-0,06%"
"18.02.2013","1.607,81","1.603,71","1.607,81","1.602,02","","0,26%"
"15.02.2013","1.603,71","1.607,92","1.611,12","1.602,58","","-0,25%"
"14.02.2013","1.607,69","1.613,15","1.613,93","1.604,39","","-0,34%"
"13.02.2013","1.613,15","1.612,40","1.615,27","1.608,68","","0,04%"
"08.02.2013","1.612,47","1.612,70","1.616,72","1.607,94","","-0,01%"
"07.02.2013","1.612,62","1.611,06","1.615,09","1.609,70","","0,09%"
"06.02.2013","1.611,10","1.610,41","1.615,93","1.606,49","","0,04%"
"05.02.2013","1.610,48","1.620,93","1.620,93","1.610,48","","-0,64%"
"04.02.2013","1.620,81","1.619,38","1.623,23","1.610,37","","0,09%"
"01.02.2013","1.619,38","1.613,76","1.622,67","1.611,41","","0,35%"
"31.01.2013","1.613,76","1.603,45","1.615,41","1.603,20","","0,65%"
"30.01.2013","1.603,26","1.597,07","1.604,55","1.597,02","","0,40%"
"29.01.2013","1.596,81","1.596,39","1.600,12","1.594,91","","0,04%"
"28.01.2013","1.596,22","1.594,01","1.601,28","1.594,01","","0,14%"
"24.01.2013","1.594,01","1.591,93","1.597,54","1.590,54","","0,13%"
"23.01.2013","1.591,93","1.588,32","1.592,61","1.586,90","","0,21%"
"22.01.2013","1.588,57","1.589,23","1.590,55","1.584,17","","-0,04%"
"21.01.2013","1.589,23","1.588,33","1.590,21","1.583,58","","0,07%"
"18.01.2013","1.588,06","1.589,79","1.595,31","1.583,78","","-0,09%"
"17.01.2013","1.589,45","1.583,13","1.589,77","1.582,21","","0,40%"
"16.01.2013","1.583,12","1.583,76","1.584,76","1.578,58","","-0,04%"
"15.01.2013","1.583,76","1.584,96","1.587,13","1.581,59","","-0,04%"
"14.01.2013","1.584,45","1.587,22","1.588,46","1.582,70","","-0,17%"
"11.01.2013","1.587,21","1.589,87","1.590,03","1.583,66","","-0,17%"
"10.01.2013","1.589,87","1.587,96","1.590,77","1.584,30","","0,12%"
"09.01.2013","1.587,96","1.587,83","1.590,01","1.582,05","","0,00%"
"08.01.2013","1.587,93","1.583,05","1.577,38","1.587,93","","0,31%"
"07.01.2013","1.583,05","1.582,08","1.581,43","1.587,76","","0,06%"
"04.01.2013","1.582,08","1.579,74","1.577,89","1.583,90","","0,15%"
"03.01.2013","1.579,74","1.580,50","1.578,80","1.583,92","","-0,05%"
"02.01.2013","1.580,50","1.573,34","1.573,00","1.580,98","","0,46%"
"28.12.2012","1.573,34","1.571,41","1.569,68","1.575,36","","0,12%"
"27.12.2012","1.571,50","1.564,32","1.562,05","1.572,40","","0,46%"
"26.12.2012","1.564,32","1.553,93","1.549,53","1.564,51","","0,67%"
"21.12.2012","1.553,93","1.545,14","1.543,76","1.553,93","","0,59%"
"20.12.2012","1.544,85","1.546,04","1.541,46","1.554,09","","-0,08%"
"19.12.2012","1.546,04","1.532,40","1.532,40","1.547,06","","0,89%"
"18.12.2012","1.532,46","1.529,85","1.527,23","1.533,62","","0,19%"
"17.12.2012","1.529,54","1.534,94","1.528,93","1.537,62","","-0,35%"
"14.12.2012","1.534,98","1.538,61","1.529,64","1.539,48","","-0,24%"
"13.12.2012","1.538,61","1.531,28","1.526,53","1.538,96","","0,48%"
"12.12.2012","1.531,28","1.535,91","1.528,83","1.535,99","","-0,27%"
"11.12.2012","1.535,50","1.538,51","1.534,02","1.542,15","","-0,20%"
"10.12.2012","1.538,52","1.540,15","1.534,29","1.544,95","","-0,11%"
"07.12.2012","1.540,15","1.532,29","1.530,60","1.540,54","","0,51%"
"06.12.2012","1.532,32","1.525,90","1.525,78","1.532,81","","0,42%"
"05.12.2012","1.525,89","1.527,06","1.523,26","1.530,70","","-0,09%"
"04.12.2012","1.527,21","1.518,26","1.518,26","1.528,93","","0,59%"
"03.12.2012","1.518,25","1.506,15","1.505,49","1.519,18","","0,78%"
"30.11.2012","1.506,52","1.504,11","1.496,07","1.508,58","","0,15%"
"29.11.2012","1.504,19","1.493,77","1.493,77","1.505,21","","0,71%"
"28.11.2012","1.493,62","1.481,28","1.481,28","1.494,69","","0,84%"
"27.11.2012","1.481,22","1.468,89","1.467,42","1.481,23","","0,84%"
"26.11.2012","1.468,89","1.480,20","1.467,82","1.480,36","","-0,76%"
"23.11.2012","1.480,18","1.480,31","1.472,72","1.480,65","","-0,01%"
"22.11.2012","1.480,31","1.476,21","1.474,03","1.482,96","","0,28%"
"21.11.2012","1.476,16","1.478,11","1.472,24","1.487,68","","-0,13%"
"19.11.2012","1.478,09","1.477,88","1.472,72","1.478,93","","0,03%"
"16.11.2012","1.477,69","1.476,55","1.470,26","1.479,29","","0,08%"
"14.11.2012","1.476,55","1.477,67","1.473,13","1.479,59","","-0,08%"
"13.11.2012","1.477,67","1.477,97","1.473,87","1.480,87","","-0,02%"
"12.11.2012","1.477,97","1.480,91","1.476,68","1.485,98","","-0,20%"
"09.11.2012","1.480,91","1.483,29","1.474,49","1.484,98","","-0,19%"
"08.11.2012","1.483,71","1.492,52","1.483,53","1.496,61","","-0,58%"
"07.11.2012","1.492,38","1.481,92","1.481,92","1.492,91","","0,71%"
"06.11.2012","1.481,85","1.482,56","1.481,32","1.487,89","","-0,05%"
"05.11.2012","1.482,56","1.500,97","1.482,23","1.502,43","","-1,23%"
"01.11.2012","1.500,97","1.500,57","1.496,84","1.502,62","","0,03%"
"31.10.2012","1.500,57","1.497,02","1.495,72","1.504,32","","0,24%"
"30.10.2012","1.497,02","1.503,00","1.493,37","1.504,11","","-0,40%"
"29.10.2012","1.503,00","1.504,79","1.498,77","1.505,79","","-0,12%"
"26.10.2012","1.504,75","1.509,44","1.502,23","1.510,63","","-0,16%"
"25.10.2012","1.507,20","1.516,44","1.506,10","1.516,44","","-0,60%"
"24.10.2012","1.516,26","1.518,26","1.513,91","1.519,36","","-0,13%"
"23.10.2012","1.518,26","1.521,48","1.514,77","1.522,46","","-0,21%"
"22.10.2012","1.521,48","1.526,18","1.517,44","1.526,18","","-0,34%"
"19.10.2012","1.526,62","1.526,49","1.523,95","1.528,33","","0,01%"
"18.10.2012","1.526,49","1.528,82","1.524,18","1.532,43","","-0,15%"
"17.10.2012","1.528,82","1.529,47","1.525,79","1.530,51","","-0,04%"
"16.10.2012","1.529,47","1.530,51","1.524,21","1.532,61","","-0,07%"
"15.10.2012","1.530,48","1.536,69","1.526,47","1.537,64","","-0,40%"
"11.10.2012","1.536,68","1.527,50","1.527,50","1.536,75","","0,60%"
"10.10.2012","1.527,47","1.531,36","1.523,52","1.532,01","","-0,17%"
"09.10.2012","1.530,11","1.526,95","1.525,41","1.533,47","","0,21%"
"08.10.2012","1.526,96","1.519,64","1.519,64","1.529,62","","0,48%"
"05.10.2012","1.519,64","1.523,35","1.514,31","1.524,31","","-0,25%"
"04.10.2012","1.523,43","1.513,25","1.507,93","1.524,70","","0,68%"
"03.10.2012","1.513,17","1.523,61","1.513,05","1.525,38","","-0,67%"
"02.10.2012","1.523,38","1.521,81","1.518,36","1.527,65","","0,20%"
"01.10.2012","1.520,32","1.532,00","1.516,81","1.533,90","","-0,76%"
"28.09.2012","1.532,00","1.529,63","1.527,16","1.533,30","","0,15%"
"27.09.2012","1.529,69","1.534,65","1.528,87","1.535,62","","-0,29%"
"26.09.2012","1.534,21","1.533,16","1.528,89","1.534,29","","0,12%"
"25.09.2012","1.532,32","1.534,32","1.529,65","1.535,17","","-0,13%"
"24.09.2012","1.534,31","1.535,45","1.531,50","1.540,04","","-0,07%"
"21.09.2012","1.535,45","1.537,42","1.528,52","1.537,91","","-0,14%"
"20.09.2012","1.537,56","1.535,12","1.533,57","1.537,56","","0,20%"
"19.09.2012","1.534,44","1.537,32","1.533,76","1.540,57","","-0,19%"
"18.09.2012","1.537,32","1.534,09","1.531,29","1.541,30","","0,24%"
"17.09.2012","1.533,70","1.533,13","1.527,38","1.541,59","","0,06%"
"14.09.2012","1.532,79","1.534,12","1.526,64","1.538,67","","-0,09%"
"13.09.2012","1.534,12","1.527,07","1.523,96","1.534,12","","0,40%"
"12.09.2012","1.527,97","1.525,19","1.522,94","1.529,18","","0,18%"
"11.09.2012","1.525,19","1.520,89","1.516,65","1.525,72","","0,24%"
"10.09.2012","1.521,48","1.516,92","1.515,40","1.523,37","","0,30%"
"06.09.2012","1.516,92","1.514,96","1.511,72","1.519,72","","0,13%"
"05.09.2012","1.514,99","1.517,07","1.510,77","1.519,18","","-0,14%"
"04.09.2012","1.517,07","1.515,99","1.512,77","1.519,10","","0,07%"
"03.09.2012","1.515,99","1.505,58","1.505,16","1.516,15","","0,70%"
"31.08.2012","1.505,51","1.505,51","1.505,51","1.505,51","","0,37%"
"30.08.2012","1.499,94","1.499,94","1.499,94","1.499,94","","-1,84%"
"29.08.2012","1.528,08","1.528,08","1.528,08","1.528,08","","0,53%"
"28.08.2012","1.520,02","1.520,02","1.520,02","1.520,02","","1,79%"
"27.08.2012","1.493,34","1.493,34","1.493,34","1.493,34","","-0,46%"
"24.08.2012","1.500,22","1.500,22","1.500,22","1.500,22","","-0,23%"
"23.08.2012","1.503,62","1.503,62","1.503,62","1.503,62","","-0,25%"
"22.08.2012","1.507,43","1.507,43","1.507,43","1.507,43","","-0,01%"
"21.08.2012","1.507,53","1.507,53","1.507,53","1.507,53","","-0,40%"
"20.08.2012","1.513,62","1.513,62","1.513,62","1.513,62","","-0,26%"
"17.08.2012","1.517,60","1.517,60","1.517,60","1.517,60","","0,21%"
"16.08.2012","1.514,35","1.514,35","1.514,35","1.514,35","","-0,20%"
"15.08.2012","1.517,44","1.517,44","1.517,44","1.517,44","","0,64%"
"14.08.2012","1.507,83","1.507,83","1.507,83","1.507,83","","0,50%"
"13.08.2012","1.500,28","1.500,28","1.500,28","1.500,28","","-0,28%"
"10.08.2012","1.504,55","1.504,55","1.504,55","1.504,55","","-0,19%"
"09.08.2012","1.507,34","1.507,34","1.507,34","1.507,34","","0,85%"
"08.08.2012","1.494,67","1.494,67","1.494,67","1.494,67","","-1,15%"
"07.08.2012","1.512,13","1.512,13","1.512,13","1.512,13","","0,02%"
"06.08.2012","1.511,87","1.511,87","1.511,87","1.511,87","","-0,01%"
"03.08.2012","1.512,01","1.512,01","1.512,01","1.512,01","","-0,06%"
"02.08.2012","1.512,94","1.512,94","1.512,94","1.512,94","","0,38%"
"01.08.2012","1.507,25","1.507,25","1.507,25","1.507,25","","-0,31%"
"31.07.2012","1.511,95","1.511,95","1.511,95","1.511,95","","0,23%"
"30.07.2012","1.508,55","1.508,55","1.508,55","1.508,55","","0,31%"
"27.07.2012","1.503,90","1.503,90","1.503,90","1.503,90","","-0,14%"
"26.07.2012","1.506,03","1.506,03","1.506,03","1.506,03","","-0,11%"
"25.07.2012","1.507,75","1.507,75","1.507,75","1.507,75","","0,45%"
"24.07.2012","1.501,04","1.501,04","1.501,04","1.501,04","","-0,06%"
"23.07.2012","1.502,01","1.502,01","1.502,01","1.502,01","","1,37%"
"20.07.2012","1.481,64","1.481,64","1.481,64","1.481,64","","0,28%"
"19.07.2012","1.477,56","1.477,56","1.477,56","1.477,56","","0,30%"
"18.07.2012","1.473,07","1.473,07","1.473,07","1.473,07","","0,24%"
"17.07.2012","1.469,49","1.469,49","1.469,49","1.469,49","","-0,26%"
"16.07.2012","1.473,25","1.473,25","1.473,25","1.473,25","","0,27%"
"13.07.2012","1.469,27","1.469,27","1.469,27","1.469,27","","0,23%"
"12.07.2012","1.465,88","1.465,88","1.465,88","1.465,88","","-0,11%"
"11.07.2012","1.467,53","1.467,53","1.467,53","1.467,53","","0,47%"
"10.07.2012","1.460,66","1.460,66","1.460,66","1.460,66","","1,09%"
"06.07.2012","1.444,97","1.444,97","1.444,97","1.444,97","","-0,55%"
"05.07.2012","1.453,02","1.453,02","1.453,02","1.453,02","","0,27%"
"04.07.2012","1.449,16","1.449,16","1.449,16","1.449,16","","0,39%"
"03.07.2012","1.443,59","1.443,59","1.443,59","1.443,59","","0,62%"
"02.07.2012","1.434,71","1.434,71","1.434,71","1.434,71","","0,53%"
"29.06.2012","1.427,09","1.427,09","1.427,09","1.427,09","","0,51%"
"28.06.2012","1.419,87","1.419,87","1.419,87","1.419,87","","-0,02%"
"27.06.2012","1.420,18","1.420,18","1.420,18","1.420,18","","-0,47%"
"26.06.2012","1.426,87","1.426,87","1.426,87","1.426,87","","0,38%"
"25.06.2012","1.421,45","1.421,45","1.421,45","1.421,45","","-0,37%"
"22.06.2012","1.426,69","1.426,69","1.426,69","1.426,69","","0,40%"
"21.06.2012","1.421,00","1.421,00","1.421,00","1.421,00","","-0,18%"
"20.06.2012","1.423,60","1.423,60","1.423,60","1.423,60","","0,15%"
"19.06.2012","1.421,51","1.421,51","1.421,51","1.421,51","","-0,23%"
"18.06.2012","1.424,85","1.424,85","1.424,85","1.424,85","","0,35%"
"15.06.2012","1.419,88","1.419,88","1.419,88","1.419,88","","0,09%"
"14.06.2012","1.418,55","1.418,55","1.418,55","1.418,55","","0,18%"
"13.06.2012","1.416,05","1.416,05","1.416,05","1.416,05","","0,23%"
"12.06.2012","1.412,83","1.412,83","1.412,83","1.412,83","","0,07%"
"11.06.2012","1.411,91","1.411,91","1.411,91","1.411,91","","0,64%"
"08.06.2012","1.402,90","1.402,90","1.402,90","1.402,90","","0,13%"
"06.06.2012","1.401,04","1.401,04","1.401,04","1.401,04","","-0,12%"
"05.06.2012","1.402,69","1.402,69","1.402,69","1.402,69","","-0,04%"
"04.06.2012","1.403,22","1.403,22","1.403,22","1.403,22","","1,14%"
"01.06.2012","1.387,41","1.387,41","1.387,41","1.387,41","","1,08%"
"31.05.2012","1.372,63","1.372,63","1.372,63","1.372,63","","1,33%"
"30.05.2012","1.354,63","1.354,63","1.354,63","1.354,63","","0,04%"
"29.05.2012","1.354,14","1.354,14","1.354,14","1.354,14","","1,20%"
"28.05.2012","1.338,11","1.338,11","1.338,11","1.338,11","","-0,20%"
"25.05.2012","1.340,76","1.340,76","1.340,76","1.340,76","","0,20%"
"24.05.2012","1.338,15","1.338,15","1.338,15","1.338,15","","0,17%"
"23.05.2012","1.335,94","1.335,94","1.335,94","1.335,94","","0,11%"
"22.05.2012","1.334,45","1.334,45","1.334,45","1.334,45","","-0,42%"
"21.05.2012","1.340,10","1.340,10","1.340,10","1.340,10","","0,20%"
"18.05.2012","1.337,46","1.337,46","1.337,46","1.337,46","","-0,11%"
"17.05.2012","1.338,95","1.338,95","1.338,95","1.338,95","","-0,15%"
"16.05.2012","1.340,96","1.340,96","1.340,96","1.340,96","","-0,42%"
"15.05.2012","1.346,65","1.346,65","1.346,65","1.346,65","","0,63%"
"14.05.2012","1.338,23","1.338,23","1.338,23","1.338,23","","-0,19%"
"11.05.2012","1.340,73","1.340,73","1.340,73","1.340,73","","0,11%"
"10.05.2012","1.339,25","1.339,25","1.339,25","1.339,25","","-0,07%"
"09.05.2012","1.340,18","1.340,18","1.340,18","1.340,18","","0,08%"
"08.05.2012","1.339,13","1.339,13","1.339,13","1.339,13","","0,37%"
"07.05.2012","1.334,16","1.334,16","1.334,16","1.334,16","","0,22%"
"04.05.2012","1.331,17","1.331,17","1.331,17","1.331,17","","-0,12%"
"03.05.2012","1.332,80","1.332,80","1.332,80","1.332,80","","0,44%"
"02.05.2012","1.326,91","1.326,91","1.326,91","1.326,91","","0,06%"
"30.04.2012","1.326,05","1.326,05","1.326,05","1.326,05","","0,03%"
"27.04.2012","1.325,59","1.325,59","1.325,59","1.325,59","","0,52%"
"26.04.2012","1.318,67","1.318,67","1.318,67","1.318,67","","-0,15%"
"25.04.2012","1.320,62","1.320,62","1.320,62","1.320,62","","0,62%"
"24.04.2012","1.312,48","1.312,48","1.312,48","1.312,48","","-0,51%"
"23.04.2012","1.319,27","1.319,27","1.319,27","1.319,27","","0,10%"
"20.04.2012","1.317,89","1.317,89","1.317,89","1.317,89","","-0,31%"
"19.04.2012","1.321,94","1.321,94","1.321,94","1.321,94","","0,21%"
"18.04.2012","1.319,14","1.319,14","1.319,14","1.319,14","","-0,03%"
"17.04.2012","1.319,52","1.319,52","1.319,52","1.319,52","","0,31%"
"16.04.2012","1.315,43","1.315,43","1.315,43","1.315,43","","-0,19%"
"13.04.2012","1.317,99","1.317,99","1.317,99","1.317,99","","-0,28%"
"12.04.2012","1.321,72","1.321,72","1.321,72","1.321,72","","0,68%"
"11.04.2012","1.312,82","1.312,82","1.312,82","1.312,82","","-0,08%"
"10.04.2012","1.313,81","1.313,81","1.313,81","1.313,81","","-0,52%"
"09.04.2012","1.320,66","1.320,66","1.320,66","1.320,66","","0,18%"
"05.04.2012","1.318,29","1.318,29","1.318,29","1.318,29","","0,08%"
"04.04.2012","1.317,26","1.317,26","1.317,26","1.317,26","","-0,15%"
